MAIN_id,RA,DEC,SP_TYPE,U,A_U,B,A_B,V,A_V,R,A_R,I,A_I,J,A_J,H,A_H,K,2MASS_FLAG,A_K,W1,A_W1,W2,A_W2,F9,F9_FLAG,W3,A_W3,F18,F18_FLAG,W4,WISE_FLAG,A_W4,25,60,100,450,850,890,1300,2600,2700,,,,,,,,,,,
 SS73 44    ,15 03 23,-63 22 58,          A,     null ,4.7807244963000,13.88,4.063183568280,12.75,3.0690003547700,     null ,2.2995889982200,     null ,1.4696621417200,11.682,0.8645071421880,3.702,0.53945245672500,2.918,0pc ,0.33024172831600,8.644,0.16195100463600,8.461,0.10008507248500,      null|, null,5.006,0.08365835614950,      null|,null,1.118,hhdd ,0.054595700846300,,,,,,,,,,,,,,,,,,,,
 HD 132947,15 04 56,-63 07 52,        B9V,     null ,0.5794837164760,9,0.492508764455,8.9399996,0.3720013008120,     null ,0.2787390028620,     null ,0.1781414679940,7.943,0.1047890988200,7.620,0.06538839766380,7.276,000,0.04002943574930,6.747,0.01963049117900,6.434,0.01213156495680,0.282500,3,5.653,0.01014044109280,      null ,0,4.395,hhdp ,0.006617683084330,,,,,,,,,,,,,,,,,,,,
 HD 141569,15 49 57,-03 55 16,       A0Ve,7.2199998,0.3863207583360,7.1999998,0.328337715041,7.1199999,0.2479997634890,7,0.1858251748960,7.04,0.1187604501210,9.750,0.0698590883067,8.747,0.04359207110340,7.822,000,0.02668617173320,6.483,0.01308693587610,5.446,0.00808767397713,1.715000,3,2.95,0.00676026397544,3.733000,3,0.609,0h00 ,0.004411769088380,,,,,,,,,,,,,,,,,,,,
 HD 142666,15 56 40,-22 01 40,       A8Ve,9.4099998,1.5452854281000,9.3699999,1.313352895490,8.8199997,0.9920005912780,8.3100004,0.7433018514930,8.0100002,0.4750425366680,8.136,0.2794367862760,6.879,0.17436855463600,6.236,ddd ,0.10674485235700,5.955,0.05234782462890,5.724,0.03235074604310,0.512000,3,4.653,0.02704109780790,0.358800,3,3.567,hh00 ,0.017647103701600,,,,,,,,,,,,,,,,,,,,
 HD 144432,16 06 57,-27 43 09, FOIIIe+K7V,8.4700003,0.1448711593840,8.5299997,0.123127386818,8.1899996,0.0930004730225,7.8200002,0.0696848614760,7.5300002,0.0445354377854,6.872,0.0261973163444,6.861,0.01634712539890,6.821,000,0.01000737484350,6.061,0.00490763059517,6.095,0.00303289605983,0.517800,3,4.701,0.00253511430264,0.865500,3,1.861,0000,0.001654423400710,,,,,,,,,,,,,,,,,,,,
 HD 144668,16 08 34,-39 06 18,      A7IVe,7.6599998,0.8209307364560,7.4099998,0.697716900785,7.0500002,0.5269989356990,6.9200001,0.3948780757640,     null ,0.2523656875180,7.351,0.1484504044220,6.739,0.09263305235960,6.077,000,0.05670805448940,5.221,0.02780970909510,4.373,0.01718628888300,5.152000,3,1.601,0.01436554563600,6.578000,3,-0.062,0000,0.009374999320240,,,,,,,,,,,,,,,,,,,,
 Hen 3-1191  ,16 27 15,-48 39 26,       B[e],     null ,5.0221774110700,14.6,4.268396714650,13.7,3.2240017738300,     null ,2.4157309065900,     null ,1.5438881733900,7.095,0.9081695137560,6.538,0.56669777658400,5.888,000,0.34692075425500,5.359,0.17013042224300,4.571,0.10513991981900,      null ,0,1.792,0.08788356384620,7.326000,3,0.051,0hp0 ,0.057353084400500,,,,,,,,,,,,,,,,,,,,
 V921 Sco   ,16 59 06,-42 42 08,      B0IVe,12.16,7.6298409640400,12.28,6.484674960390,11,4.8979991722100,     null ,3.6700500839700,     null ,2.3455207303500,5.907,1.3797180766800,5.220,0.86094407984800,4.386,000,0.52705230529100,2.438,0.25846718636400,1.104,0.15973168638500,16.820000,3,0.706,0.13351531828000,      null ,0,-0.552,HHHH ,0.087132507865700,,,,,,,,,,,,,,,,,,,,
 MWC 300       ,18 29 25,-06 04 37,      B1Iae,12.55,6.4225872587000,12.67,5.458618465800,11.6,4.1229990539600,     null ,3.0893457700100,     null ,1.9743939131600,14.010,1.1614081842100,2.477,0.72471870694900,1.294,cc0 ,0.44365792636900,4.146,0.21757046650900,2.711,0.13445767724700,19.709999,3,0.56,0.11238946998600,14.840000,3,-0.655,HHHH ,0.073345714212700,,,,,,,,,,,,,,,,,,,,
 HD 179218,19 11 11,+15 47 15,       A0Ve,7.5500002,0.4152950454770,7.4759998,0.352963239374,7.3899999,0.2665998935700,7.25,0.1997621737740,7.21,0.1276675546670,12.549,0.0750985615690,0.322,0.04686150241910,9.321,c00 ,0.02868765051940,-0.125,0.01406846386720,-0.968,0.00869425434604,131.899994,3,-1.622,0.00726728780303,136.500000,3,-4.511,HHHH ,0.004742654399630,,,,,,,,,,,,,,,,,,,,
 Par 21     ,05 28 56,-06 21 26,         F8,     null ,-2.0281840733700,12.33,-1.723773082250,12.23,-1.3019988174400,     null ,-0.9755822125070,     null ,-0.6234923914520,9.309,0.3667602302660,8.159,-0.22885838368600,6.208,000,-0.14010240796200,3.506,-0.06870641646970,-0.09,-0.04246029030820,77.559998,3,-0.765,-0.03549138748280,95.940002,3,-2.693,HHHH ,-0.023161788765800,,,,,,,,,,,,,,,,,,,,
 HD 190073,20 03 02,+05 44 16,      A2IVe,7.9099998,0.3380315385520,7.8600001,0.287296244339,7.73,0.2170003547670,7.8000002,0.1625974489240,7.6500001,0.1039156628460,6.994,0.0611268604977,6.645,0.03814316095060,5.995,000,0.02335046071010,4.841,0.01145109853320,3.872,0.00707673304839,14.740000,3,0.299,0.00591524629036,27.879999,3,-1.614,hhhh ,0.003860307944900,,,,,,,,,,,,,,,,,,,,
 Par 22     ,05 28 56,-06 31.6 ,           ,     null ,99.9900000000000,13.5,99.990000000000,13.3,99.9900000000000,     null ,99.9900000000000,     null ,99.9900000000000,14.021,99.9900000000000,3.365,99.99000000000000,3.270,ccc ,99.99000000000000,12.799,99.99000000000000,12.815,99.99000000000000,      null|, null,11.985,99.99000000000000,      null|,null,8.173,dd00 ,99.990000000000000,,,,,,,,,,,,,,,,,,,,
 PV Cep     ,20 45 53,+67 57 38,         A5,     null ,8.0644601527700,19.27,6.854061974320,17.459999,5.1770042572000,15.98,3.8791074152600,14.6,2.4791287992200,7.194,1.4583110583700,6.647,0.90998610042100,5.855,000,0.55707482429600,4.724,0.27319027160000,3.705,0.16883049411600,5.734000,3,1.746,0.14112076111800,4.457000,3,0.596,0h00 ,0.092095843282400,,,,,,,,,,,,,,,,,,,,
 HD 203024  ,21 16 03,+68 54 52,          A,     null ,0.0965841501478,9.0200005,0.082087794882,8.8599997,0.0620024833679,     null ,0.0464581988053,     null ,0.0296913300635,11.712,0.0174654882727,1.385,0.01089846468210,1.338,000,0.00667181652015,11.256,0.00327186813640,11.325,0.00202200140919,      null|, null,11.398,0.00169013530014,      null|,null,8.912,0000,0.001102987501590,,,,,,,,,,,,,,,,,,,,
 V373 Cep     ,21 43 06,+66 06 54,       B5Ve,13.65,4.9255949188300,13.61,4.186310328850,12.73,3.1620003547700,11.98,2.3692735052600,11.2,1.5141973529900,12.453,0.8907043252860,9.497,0.55579949897900,7.291,000,0.34024905225900,5.344,0.16685861027000,3.61,0.10311795311900,9.405000,3,0.785,0.08619345755800,20.650000,3,-1.225,HHHH ,0.056250115832200,,,,,,,,,,,,,,,,,,,,
 V375 Lac   ,22 34 41,+40 40 04,       A7Ve,     null ,6.6157513221100,14.5,5.622790454600,12.94,4.2470013008100,9.5,3.1822601296200,     null ,2.0337752708100,8.377,1.1963383945900,8.209,0.74651515822700,8.120,000,0.45700126673500,7.607,0.22411405925400,6.847,0.13850159136500,2.118000,3,2.408,0.11576966644500,6.987000,3,-0.055,0000,0.075551640830800,,,,,,,,,,,,,,,,,,,,
 HD 216629,22 53 15,+62 08 44,   B3IVe+A3,9.8299999,3.7183404766500,9.8900003,3.160253208000,9.3100004,2.3869997634900,     null ,1.7885688368700,     null ,1.1430703092800,13.815,0.6723942995740,0.676,0.41957404293400,9.664,c00 ,0.25685462243700,4.688,0.12596186545300,2.903,0.07784392855460,5.844000,3,1.32,0.06506759636980,18.719999,3,-1.749,hhdh ,0.042463313764400,,,,,,,,,,,,,,,,,,,,
 BHJ 71     ,23 05 07,+62 15 36,      B5Vep,10.09,3.5734722646600,11.5,3.037128326200,10.9,2.2940011825600,     null ,1.7188853931300,     null ,1.0985357775600,11.294,0.6461975162130,0.307,0.40322725011700,8.921,000,0.24684745119300,6.547,0.12105433470400,5.031,0.07481109419890,2.371000,3,2.233,0.06253253364390,10.220000,3,-0.655,0000,0.040808924022900,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,14.019,,3.505,,3.075,ccc ,,5.834,,5.082,,1.939000,3,2.933,,1.988000,3,1.355,ddhh ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.939,,7.520,,7.091,000,,6.970,,6.623,,0.322700,3,5.581,,0.227400,3,3.904,000d ,,,,,,,,,,,,,,,,,,,,,
